_id,Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
6840,2020,S92000003,d,All,d,Females,"",Subarachnoid Haemorrhage,105,"",3.74894493978123,"",3.5622208201086485
6841,2021,S08000015,"",All,d,Males,"",Subarachnoid Haemorrhage,3,"",1.69802350064525,"",1.439762588108897
6842,2021,S08000015,"",All,d,Females,"",Subarachnoid Haemorrhage,2,"",1.04159071734353,"",0.8098458494873122
6843,2021,S08000016,"",All,d,Males,"",Subarachnoid Haemorrhage,2,"",3.53769413096544,"",2.595394189437678
6844,2021,S08000016,"",All,d,Females,"",Subarachnoid Haemorrhage,2,"",3.36213562855126,"",2.524786439299789
6845,2021,S08000017,"",All,d,Males,"",Subarachnoid Haemorrhage,1,"",1.38205539278014,"",1.0432968179447053
6846,2021,S08000017,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6847,2021,S08000019,"",All,d,Males,"",Subarachnoid Haemorrhage,4,"",2.6857714542781,"",3.44065918574839
6848,2021,S08000019,"",All,d,Females,"",Subarachnoid Haemorrhage,2,"",1.27569732805195,"",1.1529276126163222
6849,2021,S08000020,"",All,d,Males,"",Subarachnoid Haemorrhage,10,"",3.43144992485125,"",3.691759235429649
6850,2021,S08000020,"",All,d,Females,"",Subarachnoid Haemorrhage,12,"",4.06630792794502,"",3.9647801944900327
6851,2021,S08000022,"",All,d,Males,"",Subarachnoid Haemorrhage,3,"",1.87695907603561,"",2.004214415559315
6852,2021,S08000022,"",All,d,Females,"",Subarachnoid Haemorrhage,11,"",6.68908523718888,"",5.713709875047286
6853,2021,S08000024,"",All,d,Males,"",Subarachnoid Haemorrhage,9,"",2.01617419745066,"",2.258122784621323
6854,2021,S08000024,"",All,d,Females,"",Subarachnoid Haemorrhage,14,"",2.97923050732039,"",3.2024498545165767
6855,2021,S08000025,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6856,2021,S08000025,"",All,d,Females,"",Subarachnoid Haemorrhage,2,"",17.6429075511644,"",14.277967020861936
6857,2021,S08000026,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6858,2021,S08000026,"",All,d,Females,"",Subarachnoid Haemorrhage,2,"",17.683465959328,"",15.691868758915836
6859,2021,S08000028,"",All,d,Males,"",Subarachnoid Haemorrhage,1,"",7.58207597240124,"",6.578947368421052
6860,2021,S08000028,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6861,2021,S08000029,"",All,d,Males,"",Subarachnoid Haemorrhage,3,"",1.64769981106375,"",1.672613340906357
6862,2021,S08000029,"",All,d,Females,"",Subarachnoid Haemorrhage,9,"",4.67149041306356,"",4.445943370871012
6863,2021,S08000030,"",All,d,Males,"",Subarachnoid Haemorrhage,3,"",1.47441883324323,"",1.8504565633403591
6864,2021,S08000030,"",All,d,Females,"",Subarachnoid Haemorrhage,9,"",4.20207302269119,"",3.4480541387931267
6865,2021,S08000031,"",All,d,Males,"",Subarachnoid Haemorrhage,9,"",1.55935421943926,"",1.7214977561098306
6866,2021,S08000031,"",All,d,Females,"",Subarachnoid Haemorrhage,19,"",3.12562718177003,"",3.0829598826476907
6867,2021,S08000032,"",All,d,Males,"",Subarachnoid Haemorrhage,10,"",3.10857313384583,"",3.6068513875106607
6868,2021,S08000032,"",All,d,Females,"",Subarachnoid Haemorrhage,7,"",2.04475680538881,"",1.950248074377336
6869,2021,S92000003,d,All,d,Males,"",Subarachnoid Haemorrhage,58,"",2.17020222543013,"",2.3639690206606354
6870,2021,S92000003,d,All,d,Females,"",Subarachnoid Haemorrhage,91,"",3.24150494169209,"",3.0520109857963336
6871,2022,S08000015,"",All,d,Males,"",Subarachnoid Haemorrhage,4,"",2.26403133419367,"",2.036691720731979
6872,2022,S08000015,"",All,d,Females,"",Subarachnoid Haemorrhage,11,"",5.7287489453894,"",4.704097756105001
6873,2022,S08000016,"",All,d,Males,"",Subarachnoid Haemorrhage,4,"",7.07538826193087,"",5.944552030687405
6874,2022,S08000016,"",All,d,Females,"",Subarachnoid Haemorrhage,3,"",5.04320344282688,"",3.9973044166374585
6875,2022,S08000017,"",All,d,Males,"",Subarachnoid Haemorrhage,5,"",6.91027696390071,"",5.1722523404481064
6876,2022,S08000017,"",All,d,Females,"",Subarachnoid Haemorrhage,6,"",7.84990972603815,"",5.650451783614082
6877,2022,S08000019,"",All,d,Males,"",Subarachnoid Haemorrhage,1,"",0.671442863569525,"",0.6591957811470007
6878,2022,S08000019,"",All,d,Females,"",Subarachnoid Haemorrhage,7,"",4.46494064818181,"",4.346129476460827
6879,2022,S08000020,"",All,d,Males,"",Subarachnoid Haemorrhage,6,"",2.05886995491075,"",2.4442413334287028
6880,2022,S08000020,"",All,d,Females,"",Subarachnoid Haemorrhage,14,"",4.74402591593586,"",4.546691347773509
6881,2022,S08000022,"",All,d,Males,"",Subarachnoid Haemorrhage,2,"",1.25130605069041,"",1.268726873315028
6882,2022,S08000022,"",All,d,Females,"",Subarachnoid Haemorrhage,9,"",5.47288792133636,"",4.452007807629245
6883,2022,S08000024,"",All,d,Males,"",Subarachnoid Haemorrhage,9,"",2.01617419745066,"",2.516649311098221
6884,2022,S08000024,"",All,d,Females,"",Subarachnoid Haemorrhage,9,"",1.91521961184883,"",2.0813115770559536
6885,2022,S08000025,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6886,2022,S08000025,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6887,2022,S08000026,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6888,2022,S08000026,"",All,d,Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6889,2022,S08000028,"",All,d,Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6890,2022,S08000028,"",All,d,Females,"",Subarachnoid Haemorrhage,1,"",7.43439149505613,"",5.866425992779783
6891,2022,S08000029,"",All,d,Males,"",Subarachnoid Haemorrhage,3,"",1.64769981106375,"",1.9509340767640724
6892,2022,S08000029,"",All,d,Females,"",Subarachnoid Haemorrhage,9,"",4.67149041306356,"",4.051191656023552
6893,2022,S08000030,"",All,d,Males,"",Subarachnoid Haemorrhage,6,"",2.94883766648646,"",3.018125002728091
6894,2022,S08000030,"",All,d,Females,"",Subarachnoid Haemorrhage,15,"",7.00345503781866,"",5.971613575122731
6895,2022,S08000031,"",All,d,Males,"",Subarachnoid Haemorrhage,20,"",3.4652315987539,"",4.008997629079115
6896,2022,S08000031,"",All,d,Females,"",Subarachnoid Haemorrhage,19,"",3.12562718177003,"",3.201064547104664
6897,2022,S08000032,"",All,d,Males,"",Subarachnoid Haemorrhage,7,"",2.17600119369208,"",2.3239034006701313
6898,2022,S08000032,"",All,d,Females,"",Subarachnoid Haemorrhage,14,"",4.08951361077762,"",3.896328739407701
6899,2022,S92000003,d,All,d,Males,"",Subarachnoid Haemorrhage,67,"",2.50695774316929,"",2.664395006880465
6900,2022,S92000003,d,All,d,Females,"",Subarachnoid Haemorrhage,117,"",4.16764921074698,"",3.905188218312353
6901,2013,S08000015,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,3,"",1.82057615166613,"",1.9399791994112137
6902,2013,S08000015,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,4,"",2.29845428949032,"",2.098684202150347
6903,2013,S08000016,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,3,"",5.93377902606907,"",5.341132048814325
6904,2013,S08000016,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,3,"",5.76446400092231,"",4.7515693941976025
6905,2013,S08000017,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,4,"",6.03436571273402,"",5.4372024647727955
6906,2013,S08000017,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,3,"",4.38949447655278,"",3.7046125659672593
6907,2013,S08000019,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,3,"",2.19670786714311,"",2.1956968433177364
6908,2013,S08000019,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,5,"",3.56404590491126,"",3.536112438086684
6909,2013,S08000020,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,1,"",0.37097079346943,"",0.5183495749533485
6910,2013,S08000020,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,11,"",4.12979572528599,"",4.36556842583231
6911,2013,S08000022,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,2,"",1.37408880735962,"",1.328024408804358
6912,2013,S08000022,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,5,"",3.41803217051879,"",2.938832034713844
6913,2013,S08000024,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,8,"",2.05595803789645,"",2.2289235706027055
6914,2013,S08000024,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,14,"",3.4993613665506,"",3.907276306135668
6915,2013,S08000025,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6916,2013,S08000025,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6917,2013,S08000026,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6918,2013,S08000026,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,,c,,c,8.862105636299185
6919,2013,S08000028,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,,c,,c,7.673890355454601
6920,2013,S08000028,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,,c,,c,6.8510043572387715
6921,2013,S08000029,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6922,2013,S08000029,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,5,"",2.92207981953235,"",2.9235443490942186
6923,2013,S08000030,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6924,2013,S08000030,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,5,"",2.64165896182803,"",2.577740648395782
6925,2013,S08000031,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,14,"",2.71493563663301,"",2.9338966013489984
6926,2013,S08000031,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,17,"",3.17089047930807,"",3.339444852018848
6927,2013,S08000032,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,8,"",2.69819052597852,"",2.841552730633706
6928,2013,S08000032,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,13,"",4.21441654644773,"",4.350131941550972
6929,2013,S92000003,d,under75 years,"",Males,"",Subarachnoid Haemorrhage,47,"",1.94342965715006,"",2.0350724817353205
6930,2013,S92000003,d,under75 years,"",Females,"",Subarachnoid Haemorrhage,87,"",3.50143015310909,"",3.561423043259985
6931,2014,S08000015,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,4,"",2.44179374168264,"",2.239699914956543
6932,2014,S08000015,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,6,"",3.46222424826456,"",3.0464256409270027
6933,2014,S08000016,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,1,"",1.98290733874006,"",1.7075919538267137
6934,2014,S08000016,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,2,"",3.84312369093599,"",3.0751267011759182
6935,2014,S08000017,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,1,"",1.51613930287915,"",1.332462790976562
6936,2014,S08000017,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,4,"",5.87337013978621,"",5.019054906008656
6937,2014,S08000019,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6938,2014,S08000019,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,4,"",2.84959143982731,"",2.736995224222494
6939,2014,S08000020,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,4,"",1.47288420184405,"",1.5722890836993466
6940,2014,S08000020,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,7,"",2.60586319218241,"",2.8010127522345005
6941,2014,S08000022,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,4,"",2.75633958103638,"",2.6595338499626635
6942,2014,S08000022,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,5,"",3.43272207995496,"",3.261134164891878
6943,2014,S08000024,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,6,"",1.52838205475683,"",1.7797162199738916
6944,2014,S08000024,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,22,"",5.44728390996135,"",5.980428819286677
6945,2014,S08000025,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6946,2014,S08000025,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6947,2014,S08000026,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6948,2014,S08000026,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,,c,,c,18.111802329679424
6949,2014,S08000028,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6950,2014,S08000028,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6951,2014,S08000029,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,7,"",4.23477598035064,"",4.468447897806317
6952,2014,S08000029,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,8,"",4.67445352716734,"",4.355764263477518
6953,2014,S08000030,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,2,"",1.08050286603385,"",1.049263760876948
6954,2014,S08000030,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,9,"",4.74500851465417,"",4.330999231711285
6955,2014,S08000031,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,7,"",1.35260211662908,"",1.560521150672811
6956,2014,S08000031,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,17,"",3.16142025875295,"",3.4263589368663037
6957,2014,S08000032,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,5,"",1.68766117164189,"",1.8675347724141873
6958,2014,S08000032,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,10,"",3.24374120135199,"",3.191209466420335
6959,2014,S92000003,d,under75 years,"",Males,"",Subarachnoid Haemorrhage,41,"",1.691851876305,"",1.7677919003209013
6960,2014,S92000003,d,under75 years,"",Females,"",Subarachnoid Haemorrhage,96,"",3.85390179455331,"",3.82837029428245
6961,2015,S08000015,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,2,"",1.22431989030094,"",1.3387766666596477
6962,2015,S08000015,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,12,"",6.94540908459508,"",6.1524913690744
6963,2015,S08000016,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,2,"",3.97369414476168,"",3.43315935483252
6964,2015,S08000016,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,1,"",1.92152492217824,"",1.374251033186913
6965,2015,S08000017,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,2,"",3.04474249090383,"",2.381838566936059
6966,2015,S08000017,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,1,"",1.47357873331172,"",1.1668094063507102
6967,2015,S08000019,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,1,"",0.727283305938995,"",0.8873555385183293
6968,2015,S08000019,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,5,"",3.53954736268326,"",3.5224403571466847
6969,2015,S08000020,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,8,"",2.92533449371602,"",3.143796245852233
6970,2015,S08000020,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,5,"",1.85253111326005,"",1.916827886172177
6971,2015,S08000022,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,4,"",2.75818318473621,"",2.708165889489395
6972,2015,S08000022,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,4,"",2.74887639677282,"",2.545075792378698
6973,2015,S08000024,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,9,"",2.26924318218493,"",2.541784694661456
6974,2015,S08000024,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,10,"",2.44559767961692,"",2.6867986958328447
6975,2015,S08000025,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6976,2015,S08000025,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
6977,2015,S08000026,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6978,2015,S08000026,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,,c,,c,9.555661729574773
6979,2015,S08000028,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6980,2015,S08000028,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,,c,,c,13.535343872773018
6981,2015,S08000029,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,7,"",4.23700601049567,"",4.359774236896325
6982,2015,S08000029,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,5,"",2.91292113557318,"",2.8265812751067387
6983,2015,S08000030,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,2,"",1.07743527307597,"",1.043895819197244
6984,2015,S08000030,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,5,"",2.63199452545139,"",2.541020904376928
6985,2015,S08000031,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,8,"",1.53320147800622,"",1.5772230500884816
6986,2015,S08000031,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,17,"",3.14420042983069,"",3.2618677402141385
6987,2015,S08000032,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,10,"",3.37178289764279,"",3.628131285675057
6988,2015,S08000032,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,16,"",5.18588143778563,"",5.181775487546747
6989,2015,S92000003,d,under75 years,"",Males,"",Subarachnoid Haemorrhage,55,"",2.25947201479584,"",2.3520663308925527
6990,2015,S92000003,d,under75 years,"",Females,"",Subarachnoid Haemorrhage,84,"",3.35854104976798,"",3.374600988578929
6991,2016,S08000015,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,3,"",1.8391819318767,"",1.7429894694937231
6992,2016,S08000015,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,9,"",5.21705862234872,"",4.946452688830948
6993,2016,S08000016,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6994,2016,S08000016,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,4,"",7.6575541771958,"",6.473914428465131
6995,2016,S08000017,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
6996,2016,S08000017,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,1,"",1.47690853505442,"",1.1444502175599862
6997,2016,S08000019,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,1,"",0.723363931627641,"",0.6720733953025736
6998,2016,S08000019,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,5,"",3.52157315716077,"",3.215215004095741
6999,2016,S08000020,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,5,"",1.82751209813009,"",1.9845267164912128
7000,2016,S08000020,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,7,"",2.59585182877761,"",2.7665058128212094
7001,2016,S08000022,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,1,"",0.687762639357905,"",0.5971290037499701
7002,2016,S08000022,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,1,"",0.68647372178593,"",0.5772938772211382
7003,2016,S08000024,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,10,"",2.48748793568351,"",2.7100031808811482
7004,2016,S08000024,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,8,"",1.92840320982714,"",2.074527546400227
7005,2016,S08000025,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,,c,,c,8.607580409146989
7006,2016,S08000025,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
7007,2016,S08000026,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
7008,2016,S08000026,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
7009,2016,S08000028,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
7010,2016,S08000028,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,0,"",0,"",0
7011,2016,S08000029,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
7012,2016,S08000029,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,5,"",2.90164581350542,"",2.7840813684650128
7013,2016,S08000030,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,3,"",1.61465677779093,"",1.6523188322122353
7014,2016,S08000030,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,4,"",2.10567321004617,"",2.009585765905782
7015,2016,S08000031,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,8,"",1.51642094328965,"",1.7669045468276368
7016,2016,S08000031,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,16,"",2.9302311952413,"",3.1854136155249377
7017,2016,S08000032,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,4,"",1.34473670055403,"",1.3430080887497695
7018,2016,S08000032,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,8,"",2.58887109040014,"",2.5539055850748853
7019,2016,S92000003,d,under75 years,"",Males,"",Subarachnoid Haemorrhage,36,"",1.47029813970528,"",1.5423441710408303
7020,2016,S92000003,d,under75 years,"",Females,"",Subarachnoid Haemorrhage,68,"",2.70495181207904,"",2.6781483151883116
7021,2017,S08000015,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,3,"",1.84193722677931,"",1.604747453041642
7022,2017,S08000015,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,4,"",2.32513529380991,"",1.95857917115373
7023,2017,S08000016,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,0,"",0,"",0
7024,2017,S08000016,"",under75 years,"",Females,"",Subarachnoid Haemorrhage,2,"",3.81876157562103,"",3.137999544455995
7025,2017,S08000017,"",under75 years,"",Males,"",Subarachnoid Haemorrhage,1,"",1.53562653562654,"",1.1862058494182846
